post_id,date,date_original,year,text,source_url,scheduled_datetime
1618,1896-05-17,17 мая 96. Ясная Поляна,1896,"Буду записывать теперь 21 пункт из записной книжки. 14) Статью об искусстве надо начать с рассуждения о том, что вот за картину, стоившую мастеру 1000 рабочих дней, дают 40 тысяч рабочих дней, за оперу, за роман еще больше. И вот про эти произведения одни говорят, что они прекрасны, другие, что они совсем дурны. И критерия несомненного нет. Про воду, пищу, добрые дела нет такого разногласия. Отчего это? 20) Главная цель искусства, если есть искусство и есть у него цель, та, чтобы проявить, высказать правду о душе человека, высказать такие тайны, которые нельзя высказать простым словом. От этого и искусство. Искусство есть микроскоп, который наводит художник на тайны своей души и показывает эти общие всем тайны людям. 27) На Катюшу находят, после воскресения уже, периоды, в которые она лукаво и лениво улыбается и как будто забыла все, что прежде считала истиной, просто весело, жить хочется. 31) Читал о коронации и ужасался на сознательный обман людей. В особенности регалии.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-15 09:00:00
1619,1896-05-28,"28 мая 1896. Ясная Поляна. 12 часов, полдень",1896,"Уж несколько дней бьюсь с своей работой и не подвигаюсь. Сплю. Хотел кое-как начерно довести до конца, но никак не могу. Дурно; расположение духа, усиливаемое пустотой, бедной, самодовольной, холодной пустотой окружающей жизни. Был за это время в Пирогове. Самое радостное впечатление: в брате Сергее, несомненно, произошел переворот душевный. Он сам формулировал сущность моей веры (и, очевидно, признает ее истинной для себя): возвышать в себе духовную сущность и покорять ей животное. У него икона чудотворная, и его мучило неопределенное отношение к ней. Девочки очень хороши— серьезно живут. Маша заразилась ими. Потом дома был Саломон. Танеев, который противен мне своей самодовольной, нравственной и, смешно сказать, эстетической (настоящей, не внешней) тупостью и его coq du village’ным положением у нас в доме. Это экзамен мне. Стараюсь не провалиться.

Страшное событие в Москве, погибель 3000. Я как-то не могу, как должно, отозваться. Все нездоровится— слабею. В Пирогове шорник, умный человек. Вчера был из Тулы из рабочих, умный, кажется, революционер. Нынче семинарист трогательный. Очень, очень плохо подвигается работа. Письма довольно скучные, потому что требуют учтивых ответов. Написал Бондареву, Поше, еще кому-то. Да, был еще офицер Дунин-Барковский. Кажется, был полезен ему. Чудесные записки Шкарвана. Вчера письмо от бедного Суллера, которого загнали на персидскую границу, надеясь уморить его. Помоги ему бог. И меня не забудь. Дай мне жизни, жизни, то есть сознательного радостного служения тебе. За это время думал: 2) Стихотворения Малларме и других. Мы, не понимая их, смело говорим, что это вздор, что это поэзия, забредшая в тупой угол. Почему же, слушая музыку непонятную и столь же бессмысленную, мы смело не говорим того же, а с робостью говорим: да, может быть. Это надо понять, подготовиться и т. п. Это вздор. Всякое произведение искусства только тогда произведение искусства, когда оно понятно— не говорю всем, но людям, стоящим на известном уровне образования, том самом, на котором стоит человек, читающий стихотворения и судящий о них. Это рассуждение привело меня к совершенно определенному выводу о том, что музыка раньше других искусств (декадентства в поэзии и символизма и пр. в живописи) сбилась с дороги и забрела в тупик. И свернувший ее с дороги был гениальный музыкант Бетховен. Главное: авторитеты и лишенные эстетического чувства люди, судящие об искусстве. Гете? Шекспир? Все, что под их именем, все должно быть хорошо, и on se bât les flancs, чтобы найти в глупом, неудачном— прекрасное, и извращают совсем вкус. А все эти большие таланты: Гете, Шекспиры, Бетховены, Микеланджелы рядом с прекрасными вещами производили не то что посредственные, а отвратительные. Средние художники производят среднее по достоинству и никогда не очень скверное. Но признанные гении производят или точно великие произведения, или совсем дрянь: Шекспир, Гете, Бетховен, Бах и др. * положением первого лица (фр.).
** хлопочут по-пустому (фр.).",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-16 09:00:00
1620,1896-06-06,"Кажется, 6 июня 1896. Ясная Поляна",1896,"Главное: за это время подвинулся в работе и подвигаюсь. Пишу о грехах, и ясна вся работа до конца. Дочел Спира. Прекрасно. Движение экономическое человечества тремя средствами: уничтожение земельной собственности Генри Джорджа. Налог на наследство, передающий накопленное богатство, если не в первом, то во втором поколении, обществу. И такой же налог на богатство, на излишек против 1000 рублей дохода на семью, или 200 на человека.

Приехали нынче Чертковы. Галя очень хороша. Третьего дня был жандарм-шпион, который признался, что он подослан ко мне. Было и приятно и гадко,",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-17 09:00:00
1621,1896-06-09,Нынче 9 июня 96. Я. П.,1896,"Писал не много и не совсем хорошо. Кажется, что уясняется. Поутру беседовал с рабочим, пришедшим за книжками.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-18 09:00:00
1622,1896-06-19,19 июня 96. Ясная Поляна,1896,"Все время чувствую себя слабым и дурно сплю. Вчера приехал Поша. Хорошо рассказывал про Ходынку, но написал плохо. Очень праздная, роскошная наша жизнь тяготит меня. Приехал Злинченко. Чужой. Молод и не так понимает, как я, то, что понимает, хотя во всем согласен. Докончил 13 июня начерно. Теперь переделывал, но очень мало работаю. Сережа тут, и жалок и тяжел. Боролся с собой два раза и успешно. Ах, кабы всегда так!

Раз вышел за Заказ вечером и заплакал от радости благодарной— за жизнь. Очень живо представляются картины из жизни самарской: степь, борьба кочевого патриархального с земледельческим культурным. Очень тянет. Коневская не во мне родилась. От этого так туго. Думал:

1) Очень важное об искусстве: что такое красота? Красота— то, что мы любим. Не по хорошу мил, а по милу хорош. Вот в том и вопрос, почему мил? Почему мы любим? А говорить, что мы любим потому, что красиво, это все равно, что говорить, что мы дышим потому, что воздух приятен. Мы находим воздух приятным потому, что нам нужно дышать. И так же находим красоту потому, что нам нужно любить: и кто не умеет видеть красоту духовную, видит хоть телесную и любит.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-19 09:00:00
1623,1896-07-19,Сегодня 19 июля 1896. Пирогово,1896,"Я в Пирогове. Приехали третьего дня с Таней и Чертковым. С Сережей, несомненно, произошел духовный переворот, он сам признает это, говоря, что он родился несколько месяцев тому назад. Мне очень радостно с ним. Дома за это время переживал много тяжелого. За это время подвинулся в «Изложении веры». Далеко не то, что нужно и что хочу, совсем недоступно простолюдину и ребенку, но все-таки высказано все, что знаю, связно и последовательно. За это время еще написал предисловие к чтению Евангелия и отчеркнул Евангелия. Были посетители: англичане, американцы— никого значительного.

Буду выписывать, что записано:

1) Вчера иду по передвоенному черноземному пару. Пока глаз окинет, ничего, кроме черной земли,— ни одной зеленой травки. И вот на краю пыльной, серой дороги куст татарина (репья), три отростка: один сломан, и белый, загрязненный цветок висит; другой сломан и забрызган грязью, черный, стебель надломлен и загрязнен; третий отросток торчит вбок, тоже черный от пыли, но все еще жив и в серединке краснеется. Напомнил Хаджи-Мурата. Хочется написать. Отстаивает жизнь до последнего, и один среди всего поля, хоть как-нибудь, да отстоял ее.

2) Способен к языкам, к математике, быстр в соображении и на ответ, может петь, рисовать правильно, красиво, так же писать, но нет ни нравственного, ни художественного чутья и оттого ничего своего. 8) Вчера переглядывал романы, повести и стихи Фета. Вспомнил нашу в Ясной Поляне неумолкаемую в четыре фортепьяно музыку, и так ясно стало, что все это: и романы, и стихи, и музыка не искусство, как нечто важное и нужное людям вообще, а баловство грабителей, паразитов, ничего не имеющих общего с жизнью: романы, повести о том, как пакостно влюбляются, стихи о том же или о том, как томятся от скуки. О том же и музыка. А жизнь, вся жизнь кипит своими вопросами о пище, размещении, труде, о вере, об отношении людей... Стыдно, гадко. Помоги мне, отец, разъяснением этой лжи послужить тебе.

9) Еду от Чертковых 5 июля. Вечер и красота, счастье, благо на всем. А в мире людей? Жадность, злоба, зависть, жестокость, похоть, разврат. Когда будет в людях то же, что в природе? Там борьба, но честная, простая, красивая. А тут подлая. Я знаю ее и ненавижу, потому что сам человек. (Не вышло.)",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-20 09:00:00
1624,1896-07-26,26 июля 96. Ясная Поляна,1896,"Утро. Всю ночь не спал. Сердце болит не переставая. Продолжаю страдать и не могу покорить себя богу. Одно: овладел похотью, но— хуже— не овладел гордостью и возмущением, и не переставая болею сердцем. Одно утешает... я не один, но с богом, и потому, как ни больно, чувствую, что что-то совершается. Помоги, отец.

Вчера шел в Бабурино и невольно (скорее избегал, чем искал) встретил 80-летнего Акима пашущим, Яремичеву бабу, у которой в дворе нет шубы и один кафтан, потом Марью, у которой муж замерз и некому рожь свозить, и морит ребенка, и Трофим, и Халявка, и муж и жена умирали, и дети их. А мы Бетховена разбираем, и молился, чтобы он избавил меня от этой жизни. И опять молюсь, кричу от боли. Запутался, завяз, сам не могу, но ненавижу себя и свою жизнь.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-21 09:00:00
1625,1896-07-30,30 июля 1896. Ясная Поляна,1896,"Много еще страдал и боролся и все не победил ни того— ни другого. Но лучше. Была Анненкова и хорошо сказала. Испортили мне и дневник, пишу ввиду возможности чтения живыми. Поправило меня только сознание того, что надо жалеть, что она страдает и что моей вины нет конца. Сейчас сверху заговорили об Евангелии, и Танеев стал en ricanant доказывать, что Христос советовал скопиться. Я рассердился— стыдно.

Ходил дня два назад к погорелым, не обедал, устал, а было хорошо. Таня уехала. Я ей советовал и жалею. Вчера был у адвоката, который хотел взять 100 рублей с нищей на свои украшения дома. То же и везде. За это время был в Пирогове, брат Сережа совсем пришел к нам. Радостная была поездка с Таней и Чертковым. Нынче в Деменке напутствовал умирающего мужика. В сочинении своем очень подвигаюсь. Попытаюсь записать теперь то, что вписано в книгу. 12) Балы, праздность, зрелища, процессии, увеселительные сады и т. п. дают страшное орудие в руки устроителей. Могут быть страшные влияния. И если что подчинять контролю, так это.

13) Я шел дорогой и думал, глядя на лес, на землю, на траву, какое смешное заблуждение: думать, что мир такой, каким он представляется мне. Думать, что мир такой, каким он представляется мне, значит: думать, что не может быть другого познающего существа, кроме меня с моими 6-ю чувствами. Я остановился и записывал это. Подошел Сергей Иванович. Я сказал ему, что я думал. Он сказал: да, одно верно, что мир не такой, каким мы его видим, и мы ничего не знаем так, как оно есть. Я сказал: нет, мы знаем нечто именно таким, какое оно есть. «Что же?»— То, что познает. Оно именно такое, каким мы его знаем.

14) Часто удивляются на то, что люди неблагодарны. Надо удивляться, как они могут быть благодарны за сделанное им добро. Как бы мало ни делали люди добро, они знают несомненно, что делание добра есть величайшее счастье. Как же людям благодарить других за то, что эти другие напились, когда в этом великое наслаждение?

15) Свободен только тот, кому никто и ничто не может помешать сделать то, что он хочет. Такое дело есть только одно: любить. 17) Эстетическое наслаждение есть наслаждение нисшего порядка. И потому высшее эстетическое наслаждение оставляет неудовлетворенность. Даже, чем выше эстетическое наслаждение, тем большую оно оставляет неудовлетворенность. Все хочется чего-то еще и еще. И без конца. Полное удовлетворение дает только нравственное благо. Тут полное удовлетворение— дальше ничего не хочется и не нужно.

18) Ложь перед другими далеко не так важна и вредна, как ложь перед собой. Ложь перед другими есть часто невинная игра, удовлетворение тщеславия; ложь же перед собой есть всегда извращение истины, отступление от требований жизни. * с усмешкой (фр.).",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-22 09:00:00
1626,1896-07-31,31 июля,1896,"Жив. Сейчас вечер, 5-й час. Лежу и не могу заснуть. Сердце болит. Измучен. Слышу в окно, играют в теннис, смеются. Соня уехала к Шеншиным. Всем хорошо. А мне тоска, и не могу совладать с собой. Похоже на то чувство, когда St. Thomas запер меня и я слышал из своей темницы, как все веселы и смеются. Но не хочу. Надо терпеть унижение и быть добрым. Могу.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-23 09:00:00
1627,1896-09-14,Нынче 14 сентября 96. Ясная Поляна,1896,"Страшно подумать, сколько прошло времени: полтора месяца. За это время была поездка в монастырь с Соней. Было очень хорошо. Я не освободился, не победил, а только прошло. Написал о Хаджи-Мурате очень плохо, начерно. Все продолжал свою работу изложения веры. Чертковы уехали. Соня в Москве с 3-го. Нынче очень ждал ее и чуть было не огорчился. Приехал Лева с женой. Она ребенок. Они очень милы. Теперь тут все три сына с женами. Было письмо от голландца, отказавшегося от службы. Я написал к письму предисловие. Написал еще с очень резкими суждениями о правительстве письмо к Калмыковой. Все полтора месяца сжаты в этом. Да, еще был болен своей обычной болезнью и теперь еще не окреп желудком.

Да, за это время было письмо от индуса Тода и прелестная книга индийской мудрости Joga’s philosophy.

За это время думал: 4) Сначала поражаешься, почему людям глупым свойственны такие уверенные, убедительные интонации. Но так и должно быть. Иначе бы их никто не слушал. 7) Одно из самых сильных средств гипнотизации— внешнего воздействия на душевное состояние человека— это наряд. Это хорошо знают люди: от этого монашеская одежда в монастырях и мундир в войске.

8) Вспоминал два прекрасные сюжета для повестей: самоубийство старика Персиянинова и подмена ребенка в воспитательном доме.

9) Когда меня мучила моя слабость, я искал средств спасения, и одно такое я нашел в мысли о том, что нет ничего стоячего, что все течет, изменяется, что все это пока и надо только потерпеть пока, пока живы мы, я и те. А кто-нибудь уйдет первый. Пока не значит жить кое-как, а значит не отчаиваться, дотерпеть.

10) Хотел сказать, что благодарен, для того, чтобы хорошо расположить и потом сказать правду. Нет, думаю— нельзя. Это припишется своим достоинствам, и правда еще менее будет приятна. Человек, не признающий своих грехов, это сосуд, герметически закрытый крышкой и ничего в себя не пропускающий. Смириться, покаяться это значит открыть крышку, сделать себя способным к совершенствованию— благу. 13) Отчего негодяи стоят за деспотизм? Оттого, что при идеальном правлении, воздающем по заслугам, им плохо. При деспотизме же все может случиться.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-24 09:00:00
1628,1896-10-10,Нынче 10 октября 96. Ясная Поляна,1896,"Почти месяц не писал, а казалось, что только вчера. За это время, хотя в очень дурном виде, но окончил изложение веры. За это время были японцы с письмом от Кониси. Они, японцы, к христианству несравненно ближе, чем наши церковные христиане. Очень я их полюбил. Лева слаб. С Соней хорошо, хотя и слабо, но борюсь любовью. Хочу все изложение веры писать сначала. Вчера хорошее письмо от Веригина Петра.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-25 09:00:00
1629,1896-10-20,Нынче 20 октября 96. Ясная Поляна (утром),1896,"Хочется записать три вещи.

1) В художественном произведении главное— душа автора. От этого из средних произведений женские лучше, интереснее. Женщина нет-нет да и прорвется, выскажет самое тайное души— оно-то и нужно, видишь, что она истинно любит, хотя притворяется, что любит другое. Когда автор пишет, мы— читатель, прикладываем ухо к его груди и слушаем и говорим: дышите. Если есть хрипы, они окажутся. И женщины не умеют скрывать. А мужчины выучатся литературным приемам, и его уж не увидишь из-за его манеры, только и знаешь, что он глуп. А что у него за душой— не увидишь. (Не хорошо, зло.)

2) Хотел записать то, что вчера, потушив свечу, стал щупать спички и не нашел, и нашла жутость. «А умирать собираешься! Что ж, умирать тоже будешь со спичками?»— сказал я себе, и тотчас же увидел настоящую свою жизнь в темноте, и успокоился. Что такое этот страх темноты? Кроме страха невозможности справиться в случае какого-нибудь случая, это страх отсутствия иллюзий главного из чувств— зрения, это страх перед созерцанием своей истинной жизни. У меня уже нет теперь этого страха, напротив, то, что было страхом, стало успокоением, осталась только привычка страха, но у большинства людей страх именно перед тем, что одно может дать успокоение. 4) Утонченность и сила искусства почти всегда диаметрально противоположны.

5) Правда ли, что произведения искусства добываются усидчивым трудом? То, что мы называем произведением искусства,— да. Но настоящее ли это искусство?

6) Японцы запели— мы не могли удержаться от смеха. Если бы мы запели у японцев, они бы смеялись. Тем более, если бы им играли Бетховена. Индийские и греческие храмы всем понятны. Всем понятны и статуи греческие. Понятна и живопись наша лучшая. Так что архитектура, скульптура, живопись, дойдя до своего совершенства, дошли и до космополитизма, общедоступности. До того же дошло, в некоторых своих проявлениях, искусство слова— в поучениях Будды, Христа, в поэзии Сакиамуни, Якова, Иосифа. В драматическом искусстве— Софокл, Аристофан— не дошли. Доходят в новых. Но в музыке совсем отстали. Идеал всякого искусства, к которому оно должно стремиться, это общедоступность, а они, особенно теперь музыка, лезет в утонченность.

7) Главное же, что хотелось бы сказать об искусстве, это то, что его нет в том смысле какого-то великого проявления человеческого духа, в каком его понимают теперь. Есть забава, состоящая в красоте построек, в изваянии фигур, в изображении предметов, в пляске, в пении, в игре на разных инструментах, в стихах, в баснях, сказках, но все это только забава, а не важное дело, которому можно сознательно посвящать свои силы. Так всегда и понимал и понимает это рабочий, неиспорченный народ. И всякий человек, не удалившийся от труда и жизни, не может смотреть на это иначе. Надо бы, надо бы высказать это. Сколько зла от этой важности, приписываемой паразитами общества своим забавам! 9) Когда страдаешь, нужно войти в себя, не искать спички, а потушить тот свет, который есть и который мешает видеть своего истинного я. Нужно перевернуть Ваньку-встаньку, который стоял на пробке, и поставить его на свинец, и тогда все станет ясно и прекратится большая доля страдания— вся та доля, которая не физическая.

10) Когда страдаешь страстью, то вот несколько рецептов паллиативов:

а) Вспомни, как прежде много раз ты страдал оттого, что соединял себя в своем сознании с своей страстью— похоти, корысти, охоты, тщеславия и вспомни, как все это проходило, и ты не находил уже того я, который тогда страдал. Так и теперь. Страдаешь не ты, а та страсть, которую ты неправильно соединил в одно с собою.

б) Еще, когда страдаешь, вспомни, что это страдание не есть неприятность, от которой можно желать избавиться, а есть самый труд жизни, самое то дело, которое ты приставлен делать. Желая избавиться от нее, ты делаешь то, что сделал бы человек, подняв плуг там, где крепка земля, где именно она и должна быть разделана.

в) Потом вспомни в ту минуту, когда ты страдаешь, что если в тех чувствах, которые в тебе, есть злоба, то страдание в тебе. Замени злобу любовью, и страдание кончится.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-26 09:00:00
1630,1896-10-23,"Нынче, должно быть, 23 октября 96. Ясная Поляна",1896,"Все эти дни разладился в работе. Написал вчера письмо иркутскому начальнику дисциплинарного батальона об Ольховике. Сейчас вечер, сажусь писать, потому что чувствую особенную важность и серьезность остающихся мне часов жизни. И не знаю, что мне должно делать, но чувствую назревшее во мне и просящееся наружу выражение воли бога. Перечел «Хаджи-Мурата», не то. За «Воскресение» я взяться не могу. Драма занимает. Прекрасная статья Carpenter’а о науке. Все мы ходим близко около истины и с разных сторон раскрываем ее.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-27 09:00:00
1631,1896-10-26,26 октября 96. Ясная Поляна,1896,"Все так же нездоровится. И не пишется. Голова болит. Вчера приехал Сережа. Написал письма Соне и Андрюше. Но кажется мне, что за это время сомнений я пришел к двум, очень важным, положениям: 1) то, что я и прежде думал и записывал: что искусство есть выдумка. Есть соблазн забавы куклами, картинками, песнями, игрой, сказками и больше ничего. Ставить же искусство, как это они делают (то же делают и с наукой), на один уровень с добром, есть sacrilège ужасный. Доказательство, что это не так, есть то, что и про истину (правду) я могу сказать, что истина добро (как бог приговаривал: добро зело, тёйб), то есть хорошо, и про красоту можно сказать, что это хорошо; но про добро нельзя сказать, что оно красиво (оно бывает не красиво) или истинно (оно всегда истинно).

Есть только одно добро— хорошо и дурно, а истина и красота— это условия хорошие некоторых предметов. Другое очень важное— это то, что разум есть единственное средство проявления освобождения любви. Кажется, это важная мысль, пропущенная в моем изложении веры.

* кощунство (фр.).",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-28 09:00:00
1632,1896-11-01,Нынче 1-е ноября 96. Ясная Поляна,1896,"Все время нездоровится и не работается. Написал только письма, в том числе в Кавказский дисциплинарный батальон. Вчера, ходя ночью в метель по снегу, натрудил сердце, и оно болит. Думаю, что я очень скоро умру. Затем и записываю. Думаю, что умру без страха и противления. Сейчас сидел один и думал о том, как удивительно, что живут отдельно люди: подумал о Стасове, как он сейчас живет, что думает, чувствует? О Колечке тоже. И так странно, ново стало знание того, что они, все они, люди, живут, а я не живу в них, что они закрыты от меня.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-29 09:00:00
1633,1896-11-02,2 ноября 96. Ясная Поляна,1896,"Если буду жив. Жив. Мне немного лучше. Писал изложение веры. Думаю, что правда— холодно, оттого, что хочет быть непогрешимо. Метель. Отослал письма Шмиту и Черткову. Не послал письма Калмыковой. Думал нынче об искусстве. Это игра. И когда игра трудящихся, нормальных людей— она хороша; но когда это игра развращенных паразитов, тогда она— дурна; и вот теперь дошло до декадентства.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-30 09:00:00
1634,1896-11-05,Нынче 5 ноября 96. Ясная Поляна,1896,"Утро. Вчера был ужасный день. Еще третьего дня я за обедом высказал горячо и невоздержно Леве мой взгляд на неправильное его понимание жизни и того, что хорошо. Потом сказал ему, что чувствую себя виноватым. Вчера он начал разговор и говорил очень дурно, с мелким личным озлоблением. Я забыл бога, не молился, и мне стало больно, и я слил свое истинное я с скверным— забыл бога в себе, и ушел вниз. Пришла Соня, как вчера, и была очень хороша. Потом вечером, когда все ушли, она стала просить меня, чтобы я передал ей права на сочинения. Я сказал, что не могу. Она огорчилась и наговорила мне много. Я еще более огорчился, но сдержался и пошел спать. Ночь почти не спал, и тяжело. Сейчас нашел в дневнике рецепты, прочел их, и мне стало легче: отделить свое истинное я от того, которое оскорблено и сердится, помнить, что это не помеха, не случайная неприятность, а самое мне предназначенное дело и, главное, знать, что если есть во мне нелюбовь к кому-нибудь, то, пока есть во мне эта нелюбовь,— я виноват. А как знаешь, что виноват, так— легко. Вчера написал восемнадцать страниц вступления об искусстве.

Нельзя говорить про произведение искусства: вы не понимаете еще. Если не понимают, значит, произведение искусства не хорошо, потому что задача его в том, чтобы сделать понятным то, что непонятно.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2030-12-31 09:00:00
1635,1896-11-06,6 ноября,1896,"Жив. Третий день продолжаю писать об искусстве. Кажется, хорошо. По крайней мере, пишется охотно и легко. Соня нынче уехала. И хорошо с ней и нехорошо. Лева уехал с женой к Илье. Мне стыдно, что мне легче. Получил письмо хорошее от Vanderveer, написал письмо еще начальнику батальона на Кавказе. Чертков прислал копию своего такого же письма. Нынче верхом ездил в Тулу, чудный день и ночь. Сейчас иду гулять навстречу девочкам. Думал:

1) Естественные науки, когда хотят определить самую сущность вещей, впадают в грубый материализм, то есть невежество. Таковы, кроме турбильонов Декарта, и атомы, и эфир, и происхождение видов. Все, что могу сказать: это то, что представляется мне так. Точно так же, как представляется мне свод небесный круглым, но я знаю, что он не круглый, а представляется мне таким только потому, что мое зрение во все стороны хватает на один и тот же радиус.",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2031-01-01 09:00:00
1636,1896-11-16,16 ноября 1896. Ясная Поляна. Утро,1896,"Все так же плохо работается, и от этого тяжело. Послезавтра еду в Москву, если бог велит. Лева с женой уехали в Москву, мне с ним, к стыду моему, тяжело. За это время было странное письмо от испанца Занини с предложением 22 000 фр. на добрые дела. Ответил, что желаю употребить их на духоборов. Что-то будет? Послал Кузминскому о Витте и Драгомирове и третьего дня целое утро усердно писал опять о войне. Что-то выйдет?

Не переставая думаю об искусстве и об искушениях или соблазнах, затемняющих ум, и вижу, что к их разряду принадлежит искусство, но не знаю, как разъяснить. Очень, очень это занимает меня. Засыпаю и просыпаюсь с этой мыслью и до сих пор не пришел к решению. * да будет (лат.).
** да погибнет (лат.).",https://rvb.ru/tolstoy/01text/vol_22/1482.htm,2031-01-02 09:00:00
